f0_,status,f1_
14h 23,echo,3
14h 23,approved,313
14h 23,denied,52
14h 23,reversed,1
14h 24,approved,334
14h 24,denied,37
14h 24,refunded,1
14h 25,denied,49
14h 25,reversed,1
14h 25,approved,343
14h 25,refunded,1
14h 26,approved,322
14h 26,reversed,3
14h 26,denied,47
14h 27,denied,36
14h 27,reversed,4
14h 27,refunded,1
14h 27,approved,307
14h 27,backend_reversed,1
14h 28,reversed,2
14h 28,denied,36
14h 28,refunded,1
14h 28,backend_reversed,1
14h 28,approved,363
14h 29,approved,322
14h 29,denied,34
14h 29,reversed,3
14h 29,refunded,3
14h 29,backend_reversed,2
14h 30,refunded,1
14h 30,denied,39
14h 30,reversed,2
14h 30,approved,318
14h 31,denied,39
14h 31,reversed,1
14h 31,approved,362
14h 31,backend_reversed,1
14h 32,backend_reversed,1
14h 32,reversed,3
14h 32,approved,343
14h 32,denied,36
14h 33,reversed,1
14h 33,denied,27
14h 33,approved,323
14h 34,approved,338
14h 34,reversed,1
14h 34,denied,33
14h 35,reversed,1
14h 35,denied,37
14h 35,approved,326
14h 36,approved,360
14h 36,refunded,2
14h 36,denied,41
14h 36,reversed,1
14h 37,approved,348
14h 37,echo,3
14h 37,denied,41
14h 37,reversed,3
14h 38,approved,309
14h 38,denied,47
14h 38,reversed,2
14h 39,denied,49
14h 39,refunded,1
14h 39,approved,362
14h 39,reversed,2
14h 40,denied,45
14h 40,reversed,1
14h 40,refunded,1
14h 40,approved,351
14h 41,reversed,1
14h 41,approved,355
14h 41,denied,43
14h 42,refunded,2
14h 42,denied,43
14h 42,approved,363
14h 42,reversed,4
14h 43,reversed,4
14h 43,approved,350
14h 43,denied,44
14h 43,refunded,1
14h 44,approved,379
14h 44,refunded,1
14h 44,denied,39
14h 44,reversed,4
14h 45,refunded,1
14h 45,reversed,2
14h 45,approved,345
14h 45,denied,39
14h 46,denied,42
14h 46,refunded,2
14h 46,approved,333
14h 47,refunded,1
14h 47,approved,365
14h 47,denied,46
14h 48,reversed,1
14h 48,denied,42
14h 48,approved,352
14h 49,approved,351
14h 49,reversed,1
14h 49,denied,51
14h 50,denied,40
14h 50,reversed,1
14h 50,approved,333
14h 51,approved,351
14h 51,backend_reversed,1
14h 51,reversed,2
14h 51,denied,36
14h 52,denied,44
14h 52,approved,340
14h 52,refunded,2
14h 52,reversed,2
14h 53,refunded,4
14h 53,reversed,1
14h 53,approved,372
14h 53,denied,42
14h 53,echo,3
14h 54,reversed,1
14h 54,approved,339
14h 54,refunded,1
14h 54,denied,47
14h 55,denied,43
14h 55,approved,326
14h 55,reversed,1
14h 55,backend_reversed,1
14h 56,denied,34
14h 56,reversed,3
14h 56,approved,362
14h 57,approved,336
14h 57,reversed,3
14h 57,refunded,2
14h 57,denied,34
14h 58,reversed,3
14h 58,backend_reversed,1
14h 58,denied,46
14h 58,approved,362
14h 58,refunded,1
14h 59,approved,371
14h 59,denied,31
14h 59,reversed,1
14h 59,refunded,1
15h 00,reversed,3
15h 00,denied,42
15h 00,approved,360
15h 01,approved,377
15h 01,denied,31
15h 01,refunded,1
15h 02,refunded,1
15h 02,reversed,2
15h 02,backend_reversed,1
15h 02,approved,379
15h 02,denied,44
15h 03,approved,359
15h 03,reversed,3
15h 03,denied,43
15h 04,denied,42
15h 04,approved,338
15h 05,reversed,5
15h 05,refunded,4
15h 05,approved,364
15h 05,denied,45
15h 06,approved,360
15h 06,denied,52
15h 06,reversed,4
15h 07,approved,338
15h 07,refunded,1
15h 07,denied,53
15h 07,reversed,2
15h 08,backend_reversed,2
15h 08,denied,46
15h 08,approved,376
15h 08,echo,3
15h 08,reversed,2
15h 09,refunded,1
15h 09,approved,361
15h 09,denied,37
15h 09,reversed,2
15h 10,approved,357
15h 10,reversed,2
15h 10,denied,35
15h 11,refunded,1
15h 11,approved,387
15h 11,denied,46
15h 12,reversed,1
15h 12,refunded,1
15h 12,approved,377
15h 12,denied,37
15h 13,reversed,1
15h 13,approved,347
15h 13,denied,56
15h 13,refunded,2
15h 14,processing,2
15h 14,denied,35
15h 14,backend_reversed,1
15h 14,approved,302
15h 14,reversed,10
15h 14,refunded,2
15h 15,reversed,3
15h 15,refunded,2
15h 15,approved,447
15h 15,denied,31
15h 16,reversed,5
15h 16,denied,34
15h 16,approved,418
15h 17,approved,389
15h 17,denied,46
15h 17,reversed,5
15h 18,denied,38
15h 18,refunded,2
15h 18,approved,384
15h 19,denied,39
15h 19,approved,388
15h 19,refunded,2
15h 20,reversed,2
15h 20,denied,40
15h 20,refunded,2
15h 20,approved,372
15h 21,denied,51
15h 21,approved,383
15h 21,refunded,2
15h 22,approved,390
15h 22,refunded,1
15h 22,backend_reversed,1
15h 22,reversed,4
15h 22,denied,48
15h 23,denied,50
15h 23,refunded,2
15h 23,approved,390
15h 23,reversed,3
15h 23,echo,3
15h 24,approved,400
15h 24,reversed,2
15h 24,denied,39
15h 25,refunded,3
15h 25,denied,44
15h 25,approved,400
15h 26,denied,41
15h 26,refunded,1
15h 26,reversed,2
15h 26,backend_reversed,1
15h 26,approved,383
15h 26,echo,3
15h 27,denied,57
15h 27,backend_reversed,1
15h 27,approved,401
15h 28,reversed,4
15h 28,denied,37
15h 28,refunded,1
15h 28,approved,384
15h 28,backend_reversed,2
15h 29,reversed,2
15h 29,approved,394
15h 29,denied,47
15h 30,reversed,3
15h 30,denied,48
15h 30,approved,386
15h 31,approved,377
15h 31,reversed,2
15h 31,denied,34
15h 32,denied,40
15h 32,reversed,1
15h 32,refunded,1
15h 32,approved,373
15h 33,refunded,1
15h 33,reversed,2
15h 33,backend_reversed,1
15h 33,denied,44
15h 33,approved,388
15h 34,denied,55
15h 34,backend_reversed,2
15h 34,refunded,1
15h 34,approved,367
15h 34,reversed,4
15h 35,denied,62
15h 35,approved,377
15h 35,refunded,1
15h 35,backend_reversed,1
15h 36,refunded,2
15h 36,approved,396
15h 36,denied,61
15h 37,denied,38
15h 37,refunded,1
15h 37,approved,397
15h 37,reversed,1
15h 38,approved,435
15h 38,refunded,2
15h 38,reversed,4
15h 38,denied,49
15h 39,denied,46
15h 39,approved,418
15h 40,reversed,1
15h 40,refunded,1
15h 40,denied,46
15h 40,approved,367
15h 41,denied,44
15h 41,echo,3
15h 41,refunded,3
15h 41,approved,355
15h 42,reversed,2
15h 42,denied,40
15h 42,backend_reversed,1
15h 42,approved,394
15h 43,refunded,1
15h 43,denied,50
15h 43,approved,443
15h 44,refunded,1
15h 44,reversed,2
15h 44,denied,40
15h 44,backend_reversed,1
15h 44,approved,413
15h 45,approved,436
15h 45,denied,42
15h 45,reversed,2
15h 46,refunded,3
15h 46,denied,30
15h 46,backend_reversed,1
15h 46,reversed,4
15h 46,approved,409
15h 47,denied,46
15h 47,backend_reversed,1
15h 47,approved,391
15h 47,reversed,1
15h 48,denied,52
15h 48,reversed,3
15h 48,refunded,3
15h 48,approved,429
15h 49,reversed,3
15h 49,denied,49
15h 49,refunded,1
15h 49,approved,433
15h 50,approved,414
15h 50,denied,53
15h 50,refunded,1
15h 50,reversed,2
15h 51,approved,385
15h 51,reversed,2
15h 51,denied,52
15h 51,refunded,2
15h 52,approved,416
15h 52,denied,41
15h 53,reversed,1
15h 53,approved,358
15h 53,denied,47
15h 54,approved,375
15h 54,reversed,2
15h 54,denied,38
15h 55,refunded,1
15h 55,denied,52
15h 55,approved,408
15h 55,reversed,2
15h 56,denied,63
15h 56,refunded,1
15h 56,reversed,5
15h 56,approved,404
15h 57,refunded,2
15h 57,denied,50
15h 57,approved,427
15h 57,echo,3
15h 58,denied,44
15h 58,approved,400
15h 58,reversed,1
15h 59,denied,48
15h 59,approved,401
15h 59,reversed,2
15h 59,refunded,3
16h 00,reversed,3
16h 00,refunded,1
16h 00,approved,379
16h 00,denied,47
16h 01,approved,414
16h 01,reversed,5
16h 01,denied,42
16h 01,refunded,3
16h 02,approved,390
16h 02,reversed,1
16h 02,refunded,3
16h 02,denied,47
16h 03,denied,41
16h 03,approved,397
16h 03,refunded,2
16h 03,reversed,2
16h 04,refunded,1
16h 04,approved,413
16h 04,reversed,2
16h 04,denied,41
16h 04,backend_reversed,3
16h 05,reversed,3
16h 05,refunded,3
16h 05,denied,44
16h 05,approved,411
16h 06,reversed,2
16h 06,approved,459
16h 06,denied,53
16h 06,refunded,1
16h 07,denied,44
16h 07,approved,427
16h 08,approved,417
16h 08,denied,40
16h 08,reversed,3
16h 09,denied,44
16h 09,approved,398
16h 09,refunded,1
16h 09,reversed,3
16h 10,refunded,1
16h 10,approved,438
16h 10,denied,45
16h 10,reversed,4
16h 11,denied,48
16h 11,approved,452
16h 11,reversed,4
16h 12,approved,425
16h 12,echo,3
16h 12,reversed,5
16h 12,refunded,1
16h 12,denied,50
16h 13,reversed,1
16h 13,denied,45
16h 13,refunded,1
16h 13,backend_reversed,1
16h 13,approved,416
16h 14,denied,41
16h 14,reversed,3
16h 14,refunded,1
16h 14,approved,428
16h 15,refunded,1
16h 15,approved,431
16h 15,reversed,4
16h 15,denied,36
16h 16,refunded,2
16h 16,approved,455
16h 16,denied,53
16h 17,reversed,2
16h 17,denied,36
16h 17,approved,437
16h 18,approved,422
16h 18,refunded,1
16h 18,denied,48
16h 18,reversed,3
16h 19,approved,436
16h 19,refunded,2
16h 19,reversed,4
16h 19,denied,36
16h 20,reversed,3
16h 20,denied,44
16h 20,refunded,1
16h 20,backend_reversed,1
16h 20,approved,436
16h 21,approved,454
16h 21,denied,42
16h 22,approved,428
16h 22,backend_reversed,1
16h 22,denied,41
16h 22,failed,1
16h 23,approved,421
16h 23,refunded,1
16h 23,backend_reversed,1
16h 23,reversed,7
16h 23,denied,41
16h 24,reversed,7
16h 24,denied,42
16h 24,refunded,3
16h 24,approved,426
16h 25,approved,492
16h 25,denied,38
16h 25,backend_reversed,1
16h 25,reversed,5
16h 26,echo,3
16h 26,approved,385
16h 26,denied,40
16h 26,reversed,4
16h 27,approved,429
16h 27,reversed,2
16h 27,denied,49
16h 28,reversed,4
16h 28,approved,449
16h 28,denied,46
16h 29,approved,443
16h 29,backend_reversed,1
16h 29,denied,51
16h 29,reversed,2
16h 30,approved,442
16h 30,denied,45
16h 30,reversed,1
16h 30,refunded,3
16h 31,denied,39
16h 31,refunded,1
16h 31,backend_reversed,1
16h 31,approved,447
16h 31,reversed,2
16h 32,denied,44
16h 32,refunded,1
16h 32,backend_reversed,2
16h 32,approved,452
16h 33,approved,442
16h 33,reversed,1
16h 33,backend_reversed,1
16h 33,denied,48
16h 34,approved,431
16h 34,reversed,3
16h 34,denied,59
16h 35,approved,428
16h 35,reversed,4
16h 35,denied,50
16h 35,refunded,1
16h 36,reversed,5
16h 36,approved,419
16h 36,denied,41
16h 37,approved,400
16h 37,denied,46
16h 37,reversed,2
16h 37,refunded,1
16h 38,approved,455
16h 38,reversed,2
16h 38,refunded,1
16h 38,denied,49
16h 39,reversed,2
16h 39,denied,60
16h 39,approved,429
16h 39,refunded,1
16h 40,refunded,2
16h 40,approved,438
16h 40,denied,52
16h 40,reversed,1
16h 41,echo,3
16h 41,denied,39
16h 41,refunded,1
16h 41,reversed,2
16h 41,approved,465
16h 42,reversed,3
16h 42,denied,50
16h 42,approved,454
16h 42,refunded,1
16h 43,reversed,3
16h 43,approved,436
16h 43,denied,40
16h 44,reversed,2
16h 44,approved,416
16h 44,denied,42
16h 44,refunded,2
16h 45,approved,438
16h 45,denied,39
16h 45,reversed,2
16h 46,approved,470
16h 46,reversed,2
16h 46,refunded,1
16h 46,denied,50
16h 47,reversed,3
16h 47,refunded,3
16h 47,denied,49
16h 47,approved,446
16h 48,reversed,1
16h 48,denied,62
16h 48,refunded,2
16h 48,approved,424
16h 49,refunded,1
16h 49,approved,452
16h 49,denied,56
16h 49,reversed,3
16h 50,approved,454
16h 50,backend_reversed,2
16h 50,reversed,2
16h 50,denied,41
16h 51,approved,475
16h 51,denied,52
16h 51,refunded,4
16h 51,reversed,1
16h 51,backend_reversed,1
16h 52,reversed,2
16h 52,approved,430
16h 52,denied,29
16h 52,backend_reversed,1
16h 53,backend_reversed,1
16h 53,reversed,2
16h 53,denied,36
16h 53,approved,466
16h 54,approved,419
16h 54,reversed,4
16h 54,denied,51
16h 54,backend_reversed,1
16h 55,approved,492
16h 55,backend_reversed,1
16h 55,reversed,3
16h 55,denied,65
16h 56,echo,3
16h 56,denied,47
16h 56,reversed,2
16h 56,approved,482
16h 57,reversed,8
16h 57,denied,52
16h 57,approved,473
16h 58,approved,477
16h 58,denied,48
16h 58,backend_reversed,1
16h 58,reversed,3
16h 59,backend_reversed,2
16h 59,approved,481
16h 59,denied,43
17h 00,approved,457
17h 00,refunded,1
17h 00,denied,62
17h 00,reversed,6
17h 01,denied,48
17h 01,approved,463
17h 01,refunded,1
17h 01,reversed,4
17h 01,backend_reversed,1
17h 02,denied,59
17h 02,approved,464
17h 02,refunded,2
17h 02,reversed,4
17h 03,approved,480
17h 03,denied,56
17h 03,reversed,4
17h 04,denied,47
17h 04,refunded,1
17h 04,approved,508
17h 04,reversed,1
17h 05,denied,40
17h 05,reversed,3
17h 05,failed,1
17h 05,approved,510
17h 06,approved,485
17h 06,denied,39
17h 06,reversed,6
17h 06,refunded,2
17h 07,refunded,2
17h 07,approved,494
17h 07,denied,51
17h 07,backend_reversed,1
17h 07,reversed,3
17h 08,approved,519
17h 08,reversed,6
17h 08,denied,38
17h 08,refunded,1
17h 09,denied,50
17h 09,refunded,2
17h 09,approved,483
17h 09,reversed,3
17h 10,approved,461
17h 10,reversed,1
17h 10,denied,52
17h 11,denied,40
17h 11,approved,467
17h 11,reversed,6
17h 11,refunded,1
17h 12,backend_reversed,1
17h 12,approved,544
17h 12,refunded,1
17h 12,echo,3
17h 12,reversed,3
17h 12,denied,48
17h 13,approved,497
17h 13,refunded,2
17h 13,reversed,2
17h 13,denied,49
17h 14,approved,498
17h 14,denied,53
17h 14,refunded,2
17h 14,reversed,5
17h 15,reversed,2
17h 15,approved,476
17h 15,denied,47
17h 15,backend_reversed,2
17h 16,denied,48
17h 16,approved,537
17h 16,backend_reversed,1
17h 17,denied,58
17h 17,reversed,6
17h 17,refunded,1
17h 17,approved,530
17h 18,approved,510
17h 18,denied,45
17h 18,reversed,1
17h 18,refunded,1
17h 19,reversed,3
17h 19,refunded,1
17h 19,approved,522
17h 19,backend_reversed,1
17h 19,denied,52
17h 20,refunded,5
17h 20,approved,472
17h 20,denied,57
17h 20,reversed,2
17h 21,refunded,1
17h 21,approved,485
17h 21,reversed,2
17h 21,denied,54
17h 22,approved,504
17h 22,denied,51
17h 22,reversed,3
17h 23,reversed,3
17h 23,refunded,1
17h 23,denied,59
17h 23,approved,511
17h 24,denied,53
17h 24,reversed,3
17h 24,approved,504
17h 25,denied,50
17h 25,reversed,1
17h 25,approved,516
17h 25,refunded,3
17h 26,reversed,6
17h 26,denied,56
17h 26,refunded,3
17h 26,echo,3
17h 26,approved,466
17h 27,approved,474
17h 27,denied,49
17h 28,approved,470
17h 28,refunded,1
17h 28,backend_reversed,1
17h 28,denied,59
17h 29,denied,47
17h 29,approved,538
17h 29,refunded,2
17h 29,reversed,3
17h 30,reversed,3
17h 30,denied,46
17h 30,refunded,2
17h 30,approved,492
17h 30,backend_reversed,1
17h 31,refunded,1
17h 31,approved,435
17h 31,denied,51
17h 31,reversed,2
17h 32,reversed,1
17h 32,denied,60
17h 32,approved,486
17h 33,reversed,3
17h 33,approved,535
17h 33,refunded,2
17h 33,denied,52
17h 34,backend_reversed,1
17h 34,approved,486
17h 34,denied,57
17h 34,refunded,1
17h 35,approved,497
17h 35,denied,61
17h 35,reversed,2
17h 35,refunded,2
17h 36,reversed,6
17h 36,approved,525
17h 36,denied,41
17h 37,approved,541
17h 37,reversed,2
17h 37,refunded,1
17h 37,denied,64
17h 38,reversed,1
17h 38,approved,485
17h 38,refunded,1
17h 38,backend_reversed,1
17h 38,denied,43
17h 39,denied,57
17h 39,approved,484
17h 39,reversed,3
17h 39,refunded,3
17h 40,approved,465
17h 40,reversed,3
17h 40,denied,64
17h 40,refunded,1
17h 41,denied,57
17h 41,echo,3
17h 41,reversed,4
17h 41,approved,492
17h 41,refunded,3
17h 42,reversed,2
17h 42,approved,511
17h 42,denied,52
17h 43,approved,554
17h 43,refunded,1
17h 43,denied,61
17h 44,denied,47
17h 44,refunded,1
17h 44,approved,466
17h 44,reversed,5
17h 45,reversed,1
17h 45,refunded,2
17h 45,approved,503
17h 45,denied,47
17h 46,refunded,1
17h 46,approved,481
17h 46,denied,55
17h 46,reversed,2
17h 47,approved,476
17h 47,denied,45
17h 47,refunded,1
17h 47,reversed,1
17h 48,approved,495
17h 48,denied,55
17h 48,reversed,2
17h 48,refunded,2
17h 49,denied,57
17h 49,reversed,1
17h 49,approved,478
17h 50,approved,477
17h 50,denied,49
17h 50,reversed,1
17h 51,refunded,1
17h 51,denied,52
17h 51,reversed,4
17h 51,approved,473
17h 52,approved,483
17h 52,denied,60
17h 53,refunded,1
17h 53,denied,53
17h 53,approved,470
17h 54,refunded,1
17h 54,reversed,2
17h 54,approved,469
17h 54,denied,41
17h 54,backend_reversed,2
17h 55,reversed,7
17h 55,backend_reversed,1
17h 55,approved,450
17h 55,denied,46
17h 56,refunded,1
17h 56,approved,458
17h 56,denied,43
17h 56,reversed,1
17h 56,echo,3
17h 57,reversed,2
17h 57,denied,42
17h 57,approved,464
17h 57,refunded,2
17h 58,approved,466
17h 58,reversed,1
17h 58,denied,61
17h 58,refunded,2
17h 59,reversed,1
17h 59,denied,58
17h 59,approved,486
17h 59,backend_reversed,1
18h 00,approved,428
18h 00,denied,41
18h 00,reversed,1
18h 01,approved,421
18h 01,backend_reversed,1
18h 01,denied,50
18h 01,reversed,1
18h 01,refunded,1
18h 02,approved,449
18h 02,echo,2
18h 02,denied,38
18h 02,reversed,3
18h 03,denied,42
18h 03,approved,408
18h 03,echo,1
18h 03,refunded,1
18h 03,reversed,2
18h 04,reversed,3
18h 04,denied,35
18h 04,refunded,1
18h 04,approved,395
18h 05,refunded,2
18h 05,reversed,1
18h 05,denied,29
18h 05,approved,424
18h 06,approved,402
18h 06,denied,28
18h 06,reversed,3
18h 07,denied,34
18h 07,reversed,3
18h 07,refunded,1
18h 07,approved,390
18h 08,approved,413
18h 08,refunded,1
18h 08,denied,42
18h 08,reversed,1
18h 09,reversed,1
18h 09,approved,355
18h 09,denied,41
18h 10,denied,31
18h 10,reversed,4
18h 10,approved,388
18h 11,reversed,5
18h 11,approved,353
18h 11,denied,39
18h 11,refunded,1
18h 12,approved,364
18h 12,denied,47
18h 12,reversed,3
18h 13,reversed,1
18h 13,denied,37
18h 13,approved,395
18h 14,approved,342
18h 14,denied,49
18h 14,refunded,2
18h 14,reversed,4
18h 15,approved,362
18h 15,denied,45
18h 15,reversed,2
18h 16,approved,319
18h 16,denied,40
18h 16,reversed,3
18h 17,refunded,2
18h 17,reversed,2
18h 17,denied,27
18h 17,approved,335
18h 17,echo,3
18h 18,approved,331
18h 18,backend_reversed,1
18h 18,denied,30
18h 19,approved,367
18h 19,refunded,1
18h 19,denied,38
18h 20,denied,43
18h 20,reversed,2
18h 20,refunded,1
18h 20,backend_reversed,1
18h 20,approved,323
18h 21,refunded,1
18h 21,denied,45
18h 21,backend_reversed,1
18h 21,approved,335
18h 22,reversed,2
18h 22,refunded,1
18h 22,approved,370
18h 22,denied,41
18h 23,reversed,7
18h 23,denied,41
18h 23,approved,344
18h 24,approved,330
18h 24,denied,44
18h 24,reversed,2
18h 25,approved,340
18h 25,backend_reversed,1
18h 25,reversed,3
18h 25,denied,45
18h 26,approved,328
18h 26,reversed,1
18h 26,denied,48
18h 26,refunded,2
18h 27,denied,39
18h 27,refunded,3
18h 27,approved,325
18h 27,reversed,2
18h 28,reversed,1
18h 28,approved,301
18h 28,denied,43
18h 29,approved,328
18h 29,refunded,1
18h 29,reversed,3
18h 29,denied,46
18h 30,denied,37
18h 30,approved,298
18h 30,reversed,2
18h 31,approved,314
18h 31,denied,45
18h 31,refunded,1
18h 32,refunded,1
18h 32,denied,36
18h 32,approved,279
18h 33,echo,3
18h 33,denied,52
18h 33,approved,315
18h 34,refunded,1
18h 34,reversed,2
18h 34,denied,38
18h 34,approved,330
18h 35,reversed,2
18h 35,refunded,2
18h 35,denied,37
18h 35,approved,292
18h 36,denied,31
18h 36,reversed,1
18h 36,approved,288
18h 37,refunded,1
18h 37,reversed,1
18h 37,approved,309
18h 37,denied,37
18h 38,denied,20
18h 38,approved,312
18h 38,reversed,3
18h 38,refunded,1
18h 39,reversed,1
18h 39,approved,290
18h 39,denied,21
18h 40,denied,34
18h 40,approved,273
18h 40,reversed,1
18h 41,denied,24
18h 41,backend_reversed,1
18h 41,reversed,3
18h 41,approved,287
18h 42,denied,27
18h 42,reversed,3
18h 42,approved,243
18h 43,approved,279
18h 43,backend_reversed,1
18h 43,reversed,1
18h 43,denied,27
18h 44,reversed,1
18h 44,denied,32
18h 44,approved,265
18h 44,refunded,1
18h 45,reversed,1
18h 45,denied,27
18h 45,approved,277
18h 45,backend_reversed,2
18h 46,approved,303
18h 46,denied,31
18h 46,reversed,2
18h 47,reversed,1
18h 47,approved,244
18h 47,refunded,1
18h 47,denied,27
18h 48,approved,271
18h 48,denied,32
18h 48,echo,3
18h 49,refunded,2
18h 49,approved,282
18h 49,denied,29
18h 50,denied,35
18h 50,approved,245
18h 50,refunded,1
18h 51,approved,265
18h 51,refunded,1
18h 51,denied,34
18h 52,denied,41
18h 52,approved,255
18h 52,reversed,1
18h 53,denied,28
18h 53,reversed,1
18h 53,approved,263
18h 53,refunded,1
18h 54,denied,29
18h 54,approved,240
18h 55,approved,253
18h 55,refunded,1
18h 55,denied,28
18h 55,reversed,1
18h 56,denied,35
18h 56,approved,281
18h 56,reversed,2
18h 57,reversed,2
18h 57,approved,251
18h 57,denied,31
18h 58,denied,23
18h 58,reversed,1
18h 58,approved,232
18h 59,denied,38
18h 59,reversed,2
18h 59,refunded,1
18h 59,approved,239